hetnet	compound_id	disease_id	status
rephetio-v2.0	DB00539	DOID:9074	0
rephetio-v2.0_perm-5	DB00539	DOID:9074	0
rephetio-v2.0_perm-3	DB00539	DOID:9352	1
rephetio-v2.0_perm-4	DB00539	DOID:9352	1
rephetio-v2.0_perm-4	DB00539	DOID:9744	0
rephetio-v2.0_perm-5	DB00539	DOID:9744	0
rephetio-v2.0	DB00539	DOID:986	0
rephetio-v2.0_perm-1	DB00541	DOID:0050741	0
rephetio-v2.0_perm-3	DB00541	DOID:0050741	1
rephetio-v2.0	DB00541	DOID:0060073	1
rephetio-v2.0_perm-5	DB00541	DOID:1024	0
rephetio-v2.0_perm-1	DB00541	DOID:10283	1
rephetio-v2.0_perm-4	DB00541	DOID:10652	1
rephetio-v2.0_perm-2	DB00541	DOID:10763	1
rephetio-v2.0_perm-3	DB00541	DOID:11054	0
rephetio-v2.0_perm-4	DB00541	DOID:11054	1
rephetio-v2.0_perm-5	DB00541	DOID:11054	0
rephetio-v2.0	DB00541	DOID:1115	1
rephetio-v2.0_perm-2	DB00541	DOID:1115	0
rephetio-v2.0_perm-5	DB00541	DOID:1115	0
rephetio-v2.0_perm-4	DB00541	DOID:11476	1
rephetio-v2.0_perm-5	DB00541	DOID:11476	1
rephetio-v2.0	DB00541	DOID:1192	1
rephetio-v2.0	DB00541	DOID:12236	0
rephetio-v2.0_perm-5	DB00541	DOID:12236	1
rephetio-v2.0	DB00541	DOID:12306	0
rephetio-v2.0_perm-2	DB00541	DOID:12361	1
rephetio-v2.0	DB00541	DOID:12930	0
rephetio-v2.0_perm-4	DB00541	DOID:12930	0
rephetio-v2.0_perm-4	DB00541	DOID:13189	1
rephetio-v2.0_perm-1	DB00541	DOID:1324	1
rephetio-v2.0_perm-2	DB00541	DOID:1324	1
rephetio-v2.0_perm-4	DB00541	DOID:1324	1
rephetio-v2.0_perm-4	DB00541	DOID:13378	0
rephetio-v2.0_perm-1	DB00541	DOID:14227	0
rephetio-v2.0_perm-1	DB00541	DOID:1459	0
rephetio-v2.0_perm-5	DB00541	DOID:1459	1
rephetio-v2.0_perm-1	DB00541	DOID:1612	1
rephetio-v2.0_perm-3	DB00541	DOID:1686	1
rephetio-v2.0_perm-4	DB00541	DOID:1686	0
rephetio-v2.0_perm-3	DB00541	DOID:1793	1
rephetio-v2.0_perm-5	DB00541	DOID:1793	1
rephetio-v2.0_perm-2	DB00541	DOID:184	0
rephetio-v2.0	DB00541	DOID:219	1
rephetio-v2.0_perm-4	DB00541	DOID:219	0
rephetio-v2.0_perm-1	DB00541	DOID:2377	1
rephetio-v2.0_perm-2	DB00541	DOID:2394	0
rephetio-v2.0	DB00541	DOID:2531	1
rephetio-v2.0_perm-1	DB00541	DOID:2531	1
rephetio-v2.0_perm-3	DB00541	DOID:2531	1
rephetio-v2.0_perm-5	DB00541	DOID:2531	1
rephetio-v2.0	DB00541	DOID:263	1
rephetio-v2.0_perm-2	DB00541	DOID:263	0
rephetio-v2.0_perm-5	DB00541	DOID:263	0
rephetio-v2.0_perm-1	DB00541	DOID:2841	1
rephetio-v2.0_perm-2	DB00541	DOID:2841	1
rephetio-v2.0_perm-3	DB00541	DOID:2841	1
rephetio-v2.0_perm-5	DB00541	DOID:2994	1
rephetio-v2.0_perm-1	DB00541	DOID:2998	0
rephetio-v2.0_perm-4	DB00541	DOID:3070	0
rephetio-v2.0_perm-1	DB00541	DOID:3277	0
rephetio-v2.0_perm-4	DB00541	DOID:3277	0
rephetio-v2.0_perm-5	DB00541	DOID:3310	1
rephetio-v2.0	DB00541	DOID:332	0
rephetio-v2.0_perm-2	DB00541	DOID:332	0
rephetio-v2.0_perm-4	DB00541	DOID:3393	1
rephetio-v2.0	DB00541	DOID:4045	1
rephetio-v2.0_perm-2	DB00541	DOID:4045	1
rephetio-v2.0_perm-2	DB00541	DOID:418	1
rephetio-v2.0_perm-4	DB00541	DOID:4362	0
rephetio-v2.0_perm-4	DB00541	DOID:4989	0
rephetio-v2.0_perm-1	DB00541	DOID:5408	0
rephetio-v2.0_perm-3	DB00541	DOID:5408	0
rephetio-v2.0_perm-5	DB00541	DOID:5408	0
rephetio-v2.0_perm-3	DB00541	DOID:635	0
rephetio-v2.0_perm-3	DB00541	DOID:6364	0
rephetio-v2.0_perm-5	DB00541	DOID:7147	0
rephetio-v2.0	DB00541	DOID:7148	0
rephetio-v2.0_perm-2	DB00541	DOID:7148	1
rephetio-v2.0_perm-3	DB00541	DOID:7148	1
rephetio-v2.0_perm-1	DB00541	DOID:8577	0
rephetio-v2.0_perm-4	DB00541	DOID:8577	1
rephetio-v2.0_perm-5	DB00541	DOID:8893	0
rephetio-v2.0_perm-1	DB00541	DOID:9008	1
rephetio-v2.0	DB00541	DOID:9074	0
rephetio-v2.0_perm-3	DB00541	DOID:9074	1
rephetio-v2.0_perm-3	DB00542	DOID:0060073	0
rephetio-v2.0	DB00542	DOID:1024	0
rephetio-v2.0_perm-2	DB00542	DOID:1024	0
rephetio-v2.0_perm-1	DB00542	DOID:10534	1
rephetio-v2.0_perm-1	DB00542	DOID:10652	0
rephetio-v2.0	DB00542	DOID:10763	1
rephetio-v2.0_perm-2	DB00542	DOID:10763	0
rephetio-v2.0_perm-5	DB00542	DOID:10763	1
rephetio-v2.0	DB00542	DOID:11054	0
rephetio-v2.0_perm-1	DB00542	DOID:11054	0
rephetio-v2.0_perm-2	DB00542	DOID:11054	0
rephetio-v2.0_perm-2	DB00542	DOID:11934	0
rephetio-v2.0_perm-1	DB00542	DOID:12236	0
rephetio-v2.0	DB00542	DOID:12361	0
rephetio-v2.0_perm-5	DB00542	DOID:12930	0
rephetio-v2.0_perm-1	DB00542	DOID:1319	0
rephetio-v2.0_perm-2	DB00542	DOID:1319	0
rephetio-v2.0_perm-1	DB00542	DOID:1324	0
rephetio-v2.0_perm-2	DB00542	DOID:1324	0
rephetio-v2.0_perm-3	DB00542	DOID:13378	0
rephetio-v2.0_perm-2	DB00542	DOID:14227	0
rephetio-v2.0_perm-3	DB00542	DOID:14227	0
rephetio-v2.0_perm-5	DB00542	DOID:1459	0
rephetio-v2.0_perm-1	DB00542	DOID:1686	0
rephetio-v2.0_perm-2	DB00542	DOID:1686	1
rephetio-v2.0_perm-5	DB00542	DOID:1781	0
rephetio-v2.0_perm-3	DB00542	DOID:1793	0
rephetio-v2.0_perm-4	DB00542	DOID:1909	0
rephetio-v2.0_perm-2	DB00542	DOID:2377	0
rephetio-v2.0_perm-5	DB00542	DOID:2998	0
rephetio-v2.0_perm-4	DB00542	DOID:3070	0
rephetio-v2.0_perm-1	DB00542	DOID:3310	0
rephetio-v2.0_perm-3	DB00542	DOID:3310	0
rephetio-v2.0_perm-2	DB00542	DOID:363	0
rephetio-v2.0_perm-1	DB00542	DOID:418	0
rephetio-v2.0_perm-3	DB00542	DOID:418	0
rephetio-v2.0_perm-5	DB00542	DOID:635	0
rephetio-v2.0_perm-5	DB00542	DOID:8577	0
rephetio-v2.0_perm-5	DB00542	DOID:8778	0
rephetio-v2.0	DB00542	DOID:8893	0
rephetio-v2.0_perm-4	DB00542	DOID:8893	1
rephetio-v2.0_perm-3	DB00542	DOID:9008	0
rephetio-v2.0	DB00542	DOID:9074	0
rephetio-v2.0_perm-1	DB00542	DOID:9074	0
rephetio-v2.0_perm-2	DB00542	DOID:9206	0
rephetio-v2.0_perm-3	DB00542	DOID:9352	1
rephetio-v2.0_perm-4	DB00542	DOID:986	0
rephetio-v2.0_perm-5	DB00542	DOID:986	0
rephetio-v2.0_perm-2	DB00542	DOID:9970	0
rephetio-v2.0_perm-1	DB00544	DOID:1024	0
rephetio-v2.0_perm-1	DB00544	DOID:10283	0
rephetio-v2.0_perm-2	DB00544	DOID:10283	0
rephetio-v2.0_perm-5	DB00544	DOID:10283	1
rephetio-v2.0	DB00544	DOID:10534	1
rephetio-v2.0_perm-2	DB00544	DOID:10652	0
rephetio-v2.0_perm-1	DB00544	DOID:10763	1
rephetio-v2.0_perm-2	DB00544	DOID:10763	1
rephetio-v2.0	DB00544	DOID:11054	1
rephetio-v2.0_perm-3	DB00544	DOID:11714	0
rephetio-v2.0_perm-1	DB00544	DOID:1192	1
rephetio-v2.0_perm-4	DB00544	DOID:1192	0
rephetio-v2.0	DB00544	DOID:11934	1
rephetio-v2.0_perm-3	DB00544	DOID:11934	0
rephetio-v2.0_perm-4	DB00544	DOID:11934	0
rephetio-v2.0	DB00544	DOID:12365	0
rephetio-v2.0_perm-5	DB00544	DOID:12365	1
rephetio-v2.0_perm-3	DB00544	DOID:12930	0
rephetio-v2.0_perm-5	DB00544	DOID:1312	0
rephetio-v2.0	DB00544	DOID:13189	0
rephetio-v2.0_perm-2	DB00544	DOID:1319	1
rephetio-v2.0_perm-3	DB00544	DOID:1319	1
rephetio-v2.0_perm-4	DB00544	DOID:1324	1
rephetio-v2.0_perm-1	DB00544	DOID:14221	0
rephetio-v2.0_perm-2	DB00544	DOID:14227	1
rephetio-v2.0_perm-3	DB00544	DOID:1459	0
rephetio-v2.0	DB00544	DOID:1612	1
rephetio-v2.0_perm-2	DB00544	DOID:1612	0
rephetio-v2.0_perm-5	DB00544	DOID:1612	0
rephetio-v2.0_perm-1	DB00544	DOID:1686	1
rephetio-v2.0_perm-4	DB00544	DOID:1686	1
rephetio-v2.0_perm-4	DB00544	DOID:1781	1
rephetio-v2.0	DB00544	DOID:1793	1
rephetio-v2.0_perm-4	DB00544	DOID:1793	0
rephetio-v2.0_perm-1	DB00544	DOID:1826	1
rephetio-v2.0	DB00544	DOID:184	0
rephetio-v2.0_perm-3	DB00544	DOID:184	0
rephetio-v2.0_perm-3	DB00544	DOID:2174	1
rephetio-v2.0	DB00544	DOID:219	1
rephetio-v2.0_perm-2	DB00544	DOID:219	1
rephetio-v2.0	DB00544	DOID:2377	0
rephetio-v2.0_perm-2	DB00544	DOID:2377	1
rephetio-v2.0_perm-5	DB00544	DOID:2377	0
rephetio-v2.0_perm-1	DB00544	DOID:2394	0
rephetio-v2.0_perm-2	DB00544	DOID:2394	0
rephetio-v2.0_perm-5	DB00544	DOID:2394	0
rephetio-v2.0_perm-2	DB00544	DOID:2531	1
rephetio-v2.0_perm-3	DB00544	DOID:2531	1
rephetio-v2.0_perm-3	DB00544	DOID:263	0
rephetio-v2.0_perm-4	DB00544	DOID:263	1
rephetio-v2.0_perm-5	DB00544	DOID:263	0
rephetio-v2.0_perm-1	DB00544	DOID:2841	1
rephetio-v2.0_perm-5	DB00544	DOID:2841	1
rephetio-v2.0_perm-3	DB00544	DOID:2994	1
rephetio-v2.0_perm-1	DB00544	DOID:2998	0
rephetio-v2.0_perm-4	DB00544	DOID:2998	1
rephetio-v2.0_perm-3	DB00544	DOID:3277	0
rephetio-v2.0_perm-4	DB00544	DOID:3277	0
rephetio-v2.0_perm-1	DB00544	DOID:3393	0
rephetio-v2.0_perm-4	DB00544	DOID:3393	1
rephetio-v2.0_perm-5	DB00544	DOID:3393	1
rephetio-v2.0_perm-4	DB00544	DOID:4045	0
rephetio-v2.0	DB00544	DOID:4159	1
rephetio-v2.0_perm-1	DB00544	DOID:418	0
rephetio-v2.0_perm-3	DB00544	DOID:418	1
rephetio-v2.0_perm-5	DB00544	DOID:4481	1
rephetio-v2.0_perm-3	DB00544	DOID:4989	0
rephetio-v2.0_perm-3	DB00544	DOID:5041	1
rephetio-v2.0_perm-1	DB00544	DOID:635	0
rephetio-v2.0_perm-4	DB00544	DOID:6364	1
rephetio-v2.0	DB00544	DOID:8778	0
rephetio-v2.0_perm-4	DB00544	DOID:8778	0
rephetio-v2.0_perm-1	DB00544	DOID:8893	1
rephetio-v2.0_perm-3	DB00544	DOID:8893	1
rephetio-v2.0_perm-5	DB00544	DOID:8893	1
rephetio-v2.0_perm-5	DB00544	DOID:9008	1
rephetio-v2.0_perm-1	DB00544	DOID:9074	1
rephetio-v2.0	DB00544	DOID:9206	0
rephetio-v2.0_perm-2	DB00544	DOID:9352	1
rephetio-v2.0	DB00549	DOID:0050741	0
rephetio-v2.0_perm-2	DB00549	DOID:0050741	0
rephetio-v2.0_perm-5	DB00549	DOID:0060073	0
rephetio-v2.0_perm-3	DB00549	DOID:1024	0
rephetio-v2.0	DB00549	DOID:10283	0
rephetio-v2.0_perm-2	DB00549	DOID:11054	0
rephetio-v2.0_perm-5	DB00549	DOID:11054	0
rephetio-v2.0_perm-3	DB00549	DOID:11476	0
rephetio-v2.0_perm-4	DB00549	DOID:11612	0
rephetio-v2.0_perm-2	DB00549	DOID:11934	0
rephetio-v2.0_perm-3	DB00549	DOID:11934	0
rephetio-v2.0_perm-5	DB00549	DOID:12930	0
rephetio-v2.0_perm-1	DB00549	DOID:1312	0
rephetio-v2.0_perm-2	DB00549	DOID:1312	0
rephetio-v2.0	DB00549	DOID:1686	0
rephetio-v2.0_perm-5	DB00549	DOID:1686	0
rephetio-v2.0	DB00549	DOID:1781	0
rephetio-v2.0_perm-4	DB00549	DOID:1781	0
rephetio-v2.0_perm-1	DB00549	DOID:1793	0
rephetio-v2.0_perm-3	DB00549	DOID:1793	0
rephetio-v2.0_perm-3	DB00549	DOID:1909	0
rephetio-v2.0_perm-5	DB00549	DOID:2377	0
rephetio-v2.0_perm-5	DB00549	DOID:2531	1
rephetio-v2.0	DB00549	DOID:2841	1
rephetio-v2.0_perm-3	DB00549	DOID:2841	1
rephetio-v2.0_perm-1	DB00549	DOID:3070	0
rephetio-v2.0_perm-2	DB00549	DOID:3070	0
rephetio-v2.0	DB00549	DOID:3083	0
rephetio-v2.0_perm-1	DB00549	DOID:3083	1
rephetio-v2.0_perm-2	DB00549	DOID:3393	1
rephetio-v2.0_perm-4	DB00549	DOID:3393	0
rephetio-v2.0_perm-4	DB00549	DOID:4159	0
rephetio-v2.0_perm-5	DB00549	DOID:4159	0
rephetio-v2.0_perm-3	DB00549	DOID:5408	0
rephetio-v2.0_perm-1	DB00549	DOID:585	0
rephetio-v2.0_perm-3	DB00549	DOID:585	0
rephetio-v2.0_perm-5	DB00549	DOID:635	0
rephetio-v2.0_perm-1	DB00549	DOID:6364	0
rephetio-v2.0_perm-4	DB00549	DOID:6364	1
rephetio-v2.0_perm-5	DB00549	DOID:7148	0
rephetio-v2.0	DB00549	DOID:8577	0
rephetio-v2.0_perm-2	DB00549	DOID:8778	0
rephetio-v2.0_perm-3	DB00549	DOID:8778	0
rephetio-v2.0	DB00549	DOID:8893	0
rephetio-v2.0_perm-3	DB00549	DOID:9074	0
rephetio-v2.0_perm-3	DB00549	DOID:9352	0
rephetio-v2.0_perm-4	DB00549	DOID:9970	0
rephetio-v2.0_perm-5	DB00549	DOID:9970	0
rephetio-v2.0_perm-1	DB00550	DOID:1024	0
rephetio-v2.0_perm-4	DB00550	DOID:1024	0
rephetio-v2.0_perm-4	DB00550	DOID:10534	0
rephetio-v2.0_perm-5	DB00550	DOID:10534	0
rephetio-v2.0_perm-1	DB00550	DOID:10763	1
rephetio-v2.0_perm-2	DB00550	DOID:10763	0
rephetio-v2.0_perm-1	DB00550	DOID:11054	0
rephetio-v2.0_perm-3	DB00550	DOID:11054	0
rephetio-v2.0_perm-2	DB00550	DOID:1115	1
rephetio-v2.0_perm-3	DB00550	DOID:11714	0
rephetio-v2.0_perm-1	DB00550	DOID:12236	0
rephetio-v2.0_perm-1	DB00550	DOID:12306	0
rephetio-v2.0_perm-2	DB00550	DOID:12306	0
rephetio-v2.0_perm-5	DB00550	DOID:12306	0
rephetio-v2.0	DB00550	DOID:12361	1
rephetio-v2.0	DB00550	DOID:1312	0
rephetio-v2.0_perm-1	DB00550	DOID:1312	0
rephetio-v2.0	DB00550	DOID:1612	0
rephetio-v2.0_perm-3	DB00550	DOID:1826	0
rephetio-v2.0_perm-2	DB00550	DOID:2043	0
rephetio-v2.0_perm-3	DB00550	DOID:2043	1
rephetio-v2.0_perm-5	DB00550	DOID:2043	0
rephetio-v2.0_perm-1	DB00550	DOID:2174	0
rephetio-v2.0_perm-5	DB00550	DOID:2174	0
rephetio-v2.0_perm-2	DB00550	DOID:219	0
rephetio-v2.0_perm-5	DB00550	DOID:2531	0
rephetio-v2.0_perm-1	DB00550	DOID:263	0
rephetio-v2.0	DB00550	DOID:2841	0
rephetio-v2.0_perm-1	DB00550	DOID:2841	0
rephetio-v2.0_perm-2	DB00550	DOID:2841	0
rephetio-v2.0_perm-1	DB00550	DOID:2998	0
rephetio-v2.0_perm-2	DB00550	DOID:2998	0
rephetio-v2.0_perm-4	DB00550	DOID:3070	0
rephetio-v2.0_perm-2	DB00550	DOID:3310	0
rephetio-v2.0_perm-3	DB00550	DOID:3310	0
rephetio-v2.0_perm-4	DB00550	DOID:3310	0
rephetio-v2.0	DB00550	DOID:363	0
rephetio-v2.0_perm-4	DB00550	DOID:4159	0
rephetio-v2.0_perm-4	DB00550	DOID:4362	0
rephetio-v2.0_perm-5	DB00550	DOID:4362	0
rephetio-v2.0_perm-2	DB00550	DOID:635	0
rephetio-v2.0_perm-4	DB00550	DOID:6364	1
rephetio-v2.0_perm-1	DB00550	DOID:7147	0
rephetio-v2.0_perm-5	DB00550	DOID:8577	1
rephetio-v2.0	DB00550	DOID:8893	0
rephetio-v2.0_perm-4	DB00550	DOID:8893	0
rephetio-v2.0_perm-5	DB00550	DOID:8893	0
rephetio-v2.0_perm-1	DB00550	DOID:9352	0
rephetio-v2.0_perm-1	DB00550	DOID:986	0
rephetio-v2.0	DB00550	DOID:9970	0
rephetio-v2.0_perm-3	DB00550	DOID:9970	0
rephetio-v2.0_perm-4	DB00552	DOID:0050741	0
rephetio-v2.0_perm-1	DB00552	DOID:1024	0
rephetio-v2.0_perm-2	DB00552	DOID:1024	0
rephetio-v2.0_perm-5	DB00552	DOID:10283	1
rephetio-v2.0	DB00552	DOID:10652	0
rephetio-v2.0_perm-2	DB00552	DOID:10652	0
rephetio-v2.0_perm-1	DB00552	DOID:10763	1
rephetio-v2.0_perm-3	DB00552	DOID:10763	0
rephetio-v2.0	DB00552	DOID:11054	0
rephetio-v2.0	DB00552	DOID:11714	0
rephetio-v2.0_perm-1	DB00552	DOID:11934	0
rephetio-v2.0_perm-2	DB00552	DOID:11934	0
rephetio-v2.0_perm-4	DB00552	DOID:12236	0
rephetio-v2.0_perm-1	DB00552	DOID:12306	0
rephetio-v2.0_perm-3	DB00552	DOID:12361	0
rephetio-v2.0_perm-4	DB00552	DOID:1312	0
rephetio-v2.0_perm-3	DB00552	DOID:13189	0
rephetio-v2.0_perm-5	DB00552	DOID:13189	0
rephetio-v2.0_perm-3	DB00552	DOID:1324	1
rephetio-v2.0_perm-5	DB00552	DOID:14227	0
rephetio-v2.0	DB00552	DOID:1781	0
rephetio-v2.0_perm-1	DB00552	DOID:1781	0
rephetio-v2.0_perm-2	DB00552	DOID:1793	0
rephetio-v2.0_perm-3	DB00552	DOID:1826	0
rephetio-v2.0	DB00552	DOID:1909	0
rephetio-v2.0_perm-4	DB00552	DOID:1909	0
rephetio-v2.0_perm-2	DB00552	DOID:1936	0
rephetio-v2.0_perm-4	DB00552	DOID:1936	0
rephetio-v2.0	DB00552	DOID:2174	0
rephetio-v2.0_perm-5	DB00552	DOID:2174	0
rephetio-v2.0_perm-3	DB00552	DOID:219	0
rephetio-v2.0_perm-4	DB00552	DOID:219	1
rephetio-v2.0_perm-1	DB00552	DOID:2377	0
rephetio-v2.0	DB00552	DOID:2531	1
rephetio-v2.0_perm-3	DB00552	DOID:263	0
rephetio-v2.0_perm-5	DB00552	DOID:2841	0
rephetio-v2.0	DB00552	DOID:2998	0
rephetio-v2.0_perm-3	DB00552	DOID:2998	0
rephetio-v2.0	DB00552	DOID:3083	0
rephetio-v2.0_perm-1	DB00552	DOID:3083	0
rephetio-v2.0_perm-5	DB00552	DOID:3083	0
rephetio-v2.0_perm-1	DB00552	DOID:3277	0
rephetio-v2.0_perm-2	DB00552	DOID:3393	1
rephetio-v2.0_perm-5	DB00552	DOID:3393	0
rephetio-v2.0	DB00552	DOID:4045	0
rephetio-v2.0_perm-4	DB00552	DOID:4045	0
rephetio-v2.0	DB00552	DOID:4362	0
rephetio-v2.0	DB00552	DOID:4481	0
rephetio-v2.0_perm-3	DB00552	DOID:4481	0
rephetio-v2.0_perm-1	DB00552	DOID:4989	0
rephetio-v2.0_perm-1	DB00552	DOID:5041	0
rephetio-v2.0_perm-4	DB00552	DOID:585	0
rephetio-v2.0_perm-5	DB00552	DOID:6364	0
rephetio-v2.0_perm-1	DB00552	DOID:7147	0
rephetio-v2.0_perm-2	DB00552	DOID:7147	0
rephetio-v2.0_perm-3	DB00552	DOID:7147	0
rephetio-v2.0_perm-5	DB00552	DOID:7147	0
rephetio-v2.0_perm-3	DB00552	DOID:7148	0
rephetio-v2.0_perm-3	DB00552	DOID:8778	0
rephetio-v2.0_perm-5	DB00552	DOID:8778	0
rephetio-v2.0_perm-1	DB00552	DOID:8893	0
rephetio-v2.0_perm-5	DB00552	DOID:9352	0
rephetio-v2.0	DB00552	DOID:986	0
rephetio-v2.0_perm-3	DB00552	DOID:9970	0
rephetio-v2.0_perm-5	DB00553	DOID:0050741	1
rephetio-v2.0_perm-5	DB00553	DOID:0060073	0
rephetio-v2.0	DB00553	DOID:10283	0
rephetio-v2.0_perm-4	DB00553	DOID:10534	1
rephetio-v2.0_perm-2	DB00553	DOID:10763	1
rephetio-v2.0_perm-4	DB00553	DOID:10763	0
rephetio-v2.0	DB00553	DOID:11054	0
rephetio-v2.0	DB00553	DOID:11612	0
rephetio-v2.0_perm-5	DB00553	DOID:1192	0
rephetio-v2.0	DB00553	DOID:12306	1
rephetio-v2.0_perm-3	DB00553	DOID:12361	0
rephetio-v2.0	DB00553	DOID:12365	0
rephetio-v2.0_perm-4	DB00553	DOID:12365	0
rephetio-v2.0_perm-1	DB00553	DOID:14227	0
rephetio-v2.0_perm-1	DB00553	DOID:1612	0
rephetio-v2.0_perm-2	DB00553	DOID:1686	0
rephetio-v2.0_perm-3	DB00553	DOID:1826	1
rephetio-v2.0_perm-5	DB00553	DOID:1826	1
rephetio-v2.0	DB00553	DOID:184	0
rephetio-v2.0	DB00553	DOID:1909	0
rephetio-v2.0_perm-5	DB00553	DOID:1909	0
rephetio-v2.0_perm-1	DB00553	DOID:1936	0
rephetio-v2.0_perm-4	DB00553	DOID:1936	0
rephetio-v2.0_perm-1	DB00553	DOID:2377	1
rephetio-v2.0_perm-2	DB00553	DOID:2394	1
rephetio-v2.0	DB00553	DOID:2531	1
rephetio-v2.0_perm-3	DB00553	DOID:2531	1
rephetio-v2.0_perm-4	DB00553	DOID:2531	1
rephetio-v2.0	DB00553	DOID:263	0
rephetio-v2.0_perm-3	DB00553	DOID:263	0
rephetio-v2.0_perm-2	DB00553	DOID:2998	0
rephetio-v2.0_perm-1	DB00553	DOID:3277	0
rephetio-v2.0_perm-3	DB00553	DOID:3310	0
rephetio-v2.0_perm-4	DB00553	DOID:3571	0
rephetio-v2.0_perm-4	DB00553	DOID:4045	0
rephetio-v2.0_perm-2	DB00553	DOID:4159	1
rephetio-v2.0_perm-3	DB00553	DOID:4159	0
rephetio-v2.0_perm-1	DB00553	DOID:4362	1
rephetio-v2.0_perm-5	DB00553	DOID:4362	0
rephetio-v2.0_perm-4	DB00553	DOID:5408	1
rephetio-v2.0	DB00553	DOID:635	0
rephetio-v2.0_perm-1	DB00553	DOID:635	1
rephetio-v2.0_perm-3	DB00553	DOID:635	0
rephetio-v2.0_perm-1	DB00553	DOID:6364	0
rephetio-v2.0_perm-2	DB00553	DOID:6364	0
rephetio-v2.0_perm-1	DB00553	DOID:7148	0
rephetio-v2.0_perm-3	DB00553	DOID:8577	0
rephetio-v2.0	DB00553	DOID:8778	0
rephetio-v2.0	DB00553	DOID:8893	1
rephetio-v2.0_perm-2	DB00553	DOID:8893	0
rephetio-v2.0_perm-5	DB00553	DOID:8893	1
rephetio-v2.0_perm-1	DB00553	DOID:9008	0
rephetio-v2.0	DB00553	DOID:9352	0
rephetio-v2.0_perm-3	DB00553	DOID:9352	1
rephetio-v2.0_perm-5	DB00553	DOID:9970	0
rephetio-v2.0_perm-2	DB00555	DOID:0050741	0
rephetio-v2.0_perm-3	DB00555	DOID:0050741	0
rephetio-v2.0	DB00555	DOID:10652	0
rephetio-v2.0	DB00555	DOID:11934	0
rephetio-v2.0_perm-1	DB00555	DOID:12306	0
rephetio-v2.0_perm-5	DB00555	DOID:12365	1
rephetio-v2.0_perm-2	DB00555	DOID:1312	0
rephetio-v2.0_perm-3	DB00555	DOID:1312	0
rephetio-v2.0_perm-2	DB00555	DOID:14221	0
rephetio-v2.0_perm-3	DB00555	DOID:14221	0
rephetio-v2.0	DB00555	DOID:1826	1
rephetio-v2.0_perm-5	DB00555	DOID:1936	0
rephetio-v2.0_perm-1	DB00555	DOID:2043	0
rephetio-v2.0_perm-2	DB00555	DOID:2377	0
rephetio-v2.0	DB00555	DOID:2531	0
rephetio-v2.0_perm-4	DB00555	DOID:2531	1
rephetio-v2.0_perm-5	DB00555	DOID:263	0
rephetio-v2.0_perm-1	DB00555	DOID:2841	1
rephetio-v2.0_perm-2	DB00555	DOID:2994	0
rephetio-v2.0_perm-2	DB00555	DOID:2998	0
rephetio-v2.0_perm-3	DB00555	DOID:2998	0
rephetio-v2.0	DB00555	DOID:3083	0
rephetio-v2.0_perm-1	DB00555	DOID:3277	0
rephetio-v2.0_perm-4	DB00555	DOID:3277	0
rephetio-v2.0	DB00555	DOID:3310	0
rephetio-v2.0_perm-3	DB00555	DOID:3393	1
rephetio-v2.0_perm-2	DB00555	DOID:3571	0
rephetio-v2.0_perm-5	DB00555	DOID:363	0
rephetio-v2.0	DB00555	DOID:418	0
rephetio-v2.0_perm-1	DB00555	DOID:418	0
rephetio-v2.0_perm-1	DB00555	DOID:4362	0
rephetio-v2.0_perm-2	DB00555	DOID:4362	0
rephetio-v2.0_perm-5	DB00555	DOID:4362	0
rephetio-v2.0_perm-2	DB00555	DOID:4481	0
rephetio-v2.0_perm-1	DB00555	DOID:5408	0
rephetio-v2.0_perm-5	DB00555	DOID:5408	0
rephetio-v2.0	DB00555	DOID:585	0
rephetio-v2.0_perm-3	DB00555	DOID:585	0
rephetio-v2.0_perm-2	DB00555	DOID:8577	1
rephetio-v2.0_perm-2	DB00555	DOID:8778	0
rephetio-v2.0_perm-3	DB00555	DOID:8893	0
rephetio-v2.0_perm-3	DB00555	DOID:9008	0
rephetio-v2.0_perm-3	DB00555	DOID:9074	0
rephetio-v2.0	DB00555	DOID:986	0
rephetio-v2.0_perm-2	DB00555	DOID:986	0
rephetio-v2.0_perm-1	DB00555	DOID:9970	0
rephetio-v2.0	DB00563	DOID:0050742	0
rephetio-v2.0	DB00563	DOID:0060073	1
rephetio-v2.0_perm-1	DB00563	DOID:0060073	1
rephetio-v2.0_perm-4	DB00563	DOID:0060073	1
rephetio-v2.0_perm-5	DB00563	DOID:0060073	1
rephetio-v2.0_perm-1	DB00563	DOID:1024	0
rephetio-v2.0_perm-2	DB00563	DOID:1024	0
rephetio-v2.0_perm-4	DB00563	DOID:1024	1
rephetio-v2.0_perm-3	DB00563	DOID:10283	1
rephetio-v2.0_perm-5	DB00563	DOID:10283	1
rephetio-v2.0	DB00563	DOID:10534	1
rephetio-v2.0_perm-1	DB00563	DOID:10534	1
rephetio-v2.0_perm-2	DB00563	DOID:10534	1
rephetio-v2.0_perm-1	DB00563	DOID:10652	0
rephetio-v2.0_perm-1	DB00563	DOID:10763	1
rephetio-v2.0_perm-2	DB00563	DOID:10763	1
rephetio-v2.0_perm-3	DB00563	DOID:10763	1
rephetio-v2.0_perm-4	DB00563	DOID:10763	1
rephetio-v2.0	DB00563	DOID:11054	1
rephetio-v2.0_perm-1	DB00563	DOID:11054	1
